permco,year,quarter_num,dlyret,dlyvol,dlycap
11112,2021,4,-0.00235,1323307.6875,37770034.2209375
11112,2022,1,-0.0019197419354838713,1354775.7580645161,31959827.606935486
11112,2022,2,-0.0002591935483870968,1130379.3548387096,29950789.926290322
11112,2022,3,0.005381203125,1238297.921875,30814482.48890625
11112,2022,4,0.0007257936507936508,1353763.9841269841,40671169.46984127
11112,2023,1,0.00016140322580645154,981257.1774193548,39915075.30806451
11112,2023,2,0.00048599999999999994,991221.5806451613,43131503.77661291
11112,2023,3,-0.0015772539682539681,995345.9523809524,38735938.031111114
11112,2023,4,0.00024563492063492046,1082526.5873015872,35589650.449523814
11112,2024,1,-0.002852655737704918,1163615.3278688525,33989065.22327869
11112,2024,2,0.0012979682539682542,1129729.6984126985,31600187.57079365
11112,2024,3,-0.002660421875,978553.640625,30402782.3221875
11112,2024,4,-0.003603484375,1504577.03125,24577110.19828125
11300,2014,1,-0.0007400655737704914,13279552.590163935,120493227.0637705
11300,2014,2,0.002643920634920635,14670923.825396825,119558994.81396826
11300,2014,3,0.004039875,13700062.34375,148360222.95109376
11300,2014,4,-0.0015123750000000003,17255373.046875,156197135.11734375
11300,2015,1,0.0008314754098360655,13300692.131147541,151582487.34163934
11300,2015,2,0.0029652698412698415,11015704.412698412,160828012.6788889
11300,2015,3,-0.0024641562499999998,11275421.140625,163172314.91203126
11300,2015,4,0.0006609375,9531820.8125,150192741.290625
11300,2016,1,-0.0013138360655737705,13215859.360655738,125330038.13360655
11300,2016,2,-0.0012375625000000002,9798999.859375,118689896.5040625
11300,2016,3,-0.00061096875,10525404.71875,107491252.1703125
11300,2016,4,-0.0013999047619047617,9482368.476190476,98023701.77777778
11300,2017,1,-0.0006034354838709677,10518055.193548387,92018442.1285484
11300,2017,2,0.0008357460317460318,8671052.333333334,86959023.99492064
11300,2017,3,0.002341301587301587,9386590.968253968,99863622.81079365
11300,2017,4,-0.0017665396825396825,7964585.349206349,99220060.36809523
11300,2018,1,0.001161622950819672,8625745.983606558,103974654.32016394
11300,2018,2,-0.000721015625,7211424.40625,91808982.92671876
11300,2018,3,0.0015703492063492063,6288551.936507937,97893482.1115873
11300,2018,4,-0.003015126984126984,7635617.126984127,90415518.97460316
11300,2019,1,0.0008954590163934427,7556208.672131147,85042760.53573771
11300,2019,2,0.0008521587301587303,6702513.365079365,83694070.14523809
11300,2019,3,-0.0007707968750000002,5949602.78125,82787316.990625
11300,2019,4,0.000615234375,6316687.96875,82406419.4590625
11300,2020,1,0.0029697741935483875,19705317.467741936,87297685.90451613
11300,2020,2,0.0009986984126984127,17180472.333333332,96244379.57555556
11300,2020,3,-0.0028084843749999998,8668861.03125,86947203.509375
11300,2020,4,-0.00103371875,9420814.921875,75628468.296875
11300,2021,1,0.0020201147540983605,8789558.721311476,80938654.40278688
11300,2021,2,0.0012293968253968255,6984746.698412699,83741547.4168254
11300,2021,3,0.0004251562499999999,6133655.828125,88090181.7140625
11300,2021,4,0.0008182187500000002,6890751.34375,86409622.77875
11300,2022,1,-0.0029459193548387096,11225638.532258065,80145999.2182258
11300,2022,2,0.0009282741935483873,8094582.193548387,77671250.99741936
11300,2022,3,0.000267671875,6775299.046875,79047781.32890625
11300,2022,4,0.005573984126984127,8087392.126984127,99309107.73968254
11300,2023,1,-0.0002951129032258065,6223041.903225807,103270626.94112904
11300,2023,2,-0.0009776935483870968,5476479.258064516,99497034.32096773
11300,2023,3,-0.0002149841269841271,5422107.698412699,95863085.5968254
11300,2023,4,0.001466269841269841,6126233.587301588,96988603.19301587
11300,2024,1,-0.001323229508196721,7527997.557377049,95791453.0019672
11300,2024,2,-0.0007186666666666668,7615552.206349206,83166670.9515873
11300,2024,3,0.003369125,6441523.34375,95020453.96484375
11300,2024,4,0.0017517187499999998,6333795.125,112203365.903125
11344,2014,1,-0.0005477540983606557,517861.8360655738,13531458.430491803
11344,2014,2,0.0015123015873015873,448434.4603174603,13914186.495555555
11344,2014,3,9.0390625e-05,336605.171875,14681419.06984375
11344,2014,4,0.00114375,388522.1875,15345582.130625
11344,2015,1,0.0016634262295081965,430836.8032786885,16232203.624590164
11344,2015,2,0.00010282539682539677,378875.3333333333,17394217.84857143
11344,2015,3,-0.00136203125,445094.78125,16621947.965781251
11344,2015,4,0.00308615625,429924.3125,18459016.2575
11344,2016,1,-0.0004516557377049181,550735.6721311476,17381043.296721313
11344,2016,2,-0.0009770781249999999,560394.4375,17689412.9234375
11344,2016,3,0.001157046875,584982.59375,17654540.0571875
11344,2016,4,0.00011779365079365072,647390.4285714285,18177556.646984126
11344,2017,1,0.002013048387096774,531939.7096774194,20370788.037419353
11344,2017,2,0.0018704761904761904,455145.55555555556,22567051.42190476
11344,2017,3,0.0008564126984126983,350002.44444444444,23981288.722539682
11344,2017,4,0.001046984126984127,379320.50793650793,26253496.063809525
11344,2018,1,0.0014631803278688524,458423.54098360654,28291579.45967213
11344,2018,2,-0.00017846875000000013,461930.234375,28397404.934375
11344,2018,3,0.001215888888888889,436849.71428571426,30443717.484920636
11344,2018,4,-0.001447952380952381,518275.3650793651,29232494.15793651
11344,2019,1,0.004189032786885246,400036.40983606555,31419490.188688524
11344,2019,2,0.0011494920634920634,441889.20634920633,36831094.52730159
11344,2019,3,-0.0002985937499999999,477062.203125,37731159.23671875
11344,2019,4,-2.017187499999994e-05,523532.296875,35930138.2109375
11344,2020,1,-0.0011737580645161292,599693.5967741936,37113303.53903226
